steps(410400) timeStep(60.0) stepsPerFrame(1050) scale(4.0E9) metadata(null)
name(Probe (0 1 -1)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.617257607582, -3509.058854431302, 1.3224472315401021) mass(1.0)
name(Probe (0 1 0)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.617257607582, -3509.058854431302, 1.3266007114452047) mass(1.0)
name(Probe (0 1 1)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.617257607582, -3509.058854431302, 1.3307541913503074) mass(1.0)
name(Probe (1 -1 -1)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.067161391112, 1.3224472315401021) mass(1.0)
name(Probe (1 -1 0)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.067161391112, 1.3266007114452047) mass(1.0)
name(Probe (1 -1 1)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.067161391112, 1.3307541913503074) mass(1.0)
name(Probe (1 0 -1)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.063007911207, 1.3224472315401021) mass(1.0)
name(Probe (1 0 0)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.063007911207, 1.3266007114452047) mass(1.0)
name(Probe (1 0 1)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.063007911207, 1.3307541913503074) mass(1.0)
name(Probe (1 1 -1)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.058854431302, 1.3224472315401021) mass(1.0)
name(Probe (1 1 0)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.058854431302, 1.3266007114452047) mass(1.0)
name(Probe (1 1 1)) position(4.886670146955403E9, -1.508307374812128E11, 4281772.3824550845) velocity(-7384.613104127678, -3509.058854431302, 1.3307541913503074) mass(1.0)
